Age,Gender,Marital_Status,Governorate,Household_Size,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Working_Children_Count,Total_Spouse_Income,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Eligible,ID,Fraud
50.0,1,1,3,7,80.0,0,0,0,1,2127.5,2426.42,1,0,163.75,0.0,243.75,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.82,0,1,0,12392218,0
39.0,0,1,3,1,111.09,2,1,0,0,3754.17,1126.67,0,0,498.84,0.0,609.93,1,1,4,6,1,100.0,120.636,20.64,1.206,1,22.75,0,1,1,17041410,0
42.0,0,1,3,5,101.71,3,0,0,0,3337.79,2022.23,2,1,457.7,111.53,670.94,0,0,0,0,2,0.0,0.0,0.0,0.0,1,22.23,0,1,0,19430135,0
32.0,1,2,1,6,80.0,2,0,3,1,4879.58,5999.54,0,0,0.0,0.0,80.0,1,1,4,9,1,100.0,88.506,-11.49,0.885,1,34.64,1,2,1,11822824,0
40.0,1,1,3,5,80.0,1,3,0,0,1101.94,6557.13,1,0,285.99,0.0,365.99,0,0,0,0,2,0.0,0.0,0.0,0.0,1,15.25,1,1,0,19577652,0
54.0,0,2,2,1,161.16,1,1,0,1,4046.09,987.43,0,0,0.0,0.0,161.16,1,0,6,6,1,100.0,84.427,-15.57,0.844,1,34.13,0,2,1,12270202,0
32.0,1,1,0,2,80.0,0,1,0,0,2502.11,701.23,0,0,345.87,0.0,425.87,1,1,4,8,1,100.0,111.489,11.49,1.115,1,24.09,0,3,1,13008351,0
37.0,0,1,1,6,80.0,0,2,1,0,8123.72,1289.4,4,0,301.8,0.0,381.8,1,1,4,5,0,100.0,68.944,-31.06,0.689,1,18.3,0,1,1,17967490,0
38.0,1,1,1,1,141.17,2,2,2,1,6395.06,1827.81,7,3,246.25,130.83,518.25,1,4,6,7,1,100.0,88.196,-11.8,0.882,1,22.75,0,1,1,19901407,0
38.0,0,1,4,2,99.95,2,2,0,0,1348.09,2955.11,5,2,294.35,415.02,809.32,1,0,6,5,1,100.0,153.458,53.46,1.535,1,35.67,0,2,1,13114730,0
18.0,1,2,3,2,80.0,1,3,2,1,3072.09,1535.93,0,0,0.0,0.0,80.0,1,4,4,9,1,100.0,95.055,-4.94,0.951,1,19.58,1,1,1,12156110,0
18.0,0,2,2,7,80.0,2,2,1,0,2190.43,3457.95,0,0,0.0,0.0,80.0,1,2,4,11,1,100.0,80.492,-19.51,0.805,1,30.44,0,1,1,19680804,0
23.0,0,2,3,1,82.32,0,3,0,0,2652.37,2820.03,0,0,0.0,0.0,82.32,1,1,4,7,1,100.0,71.171,-28.83,0.712,0,5.0,0,0,1,14083255,0
37.0,0,2,3,7,143.17,1,0,1,0,2518.96,4491.73,0,0,0.0,0.0,143.17,1,3,6,9,1,100.0,93.997,-6.0,0.94,1,15.53,0,1,1,11241405,0
42.0,1,1,1,4,82.86,1,0,1,0,2559.06,1522.65,2,0,150.65,0.0,233.51,1,2,8,5,1,100.0,109.31,9.31,1.093,0,5.0,1,1,1,12655213,0
29.0,0,2,4,5,127.5,2,2,0,0,2359.01,3139.54,0,0,0.0,0.0,127.5,0,0,0,0,2,0.0,0.0,0.0,0.0,1,23.19,1,3,0,13240421,0
52.0,1,2,3,4,101.01,2,0,1,0,1397.19,1059.5,0,0,0.0,0.0,101.01,0,0,0,0,2,0.0,0.0,0.0,0.0,1,20.37,1,1,0,10791446,0
33.0,1,2,2,1,80.0,0,1,2,1,11977.68,2410.46,0,0,0.0,0.0,80.0,1,0,4,7,1,100.0,130.82,30.82,1.308,0,5.0,0,0,1,10095741,0
35.0,1,2,3,3,120.53,2,3,0,1,1862.33,4602.82,0,0,0.0,0.0,120.53,1,5,6,6,1,100.0,79.187,-20.81,0.792,1,24.5,0,0,1,17699472,0
33.0,1,1,1,1,126.76,0,3,2,0,2375.58,3342.19,3,0,352.56,0.0,479.32,1,1,4,7,1,100.0,63.561,-36.44,0.636,1,25.57,0,1,1,19306208,0
37.0,1,1,1,3,137.08,1,0,3,1,5000.6,741.47,1,0,248.28,0.0,385.36,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,3,0,14421909,0
43.0,1,1,0,1,89.47,3,2,0,0,4097.15,4434.15,1,1,174.97,74.03,338.47,1,1,8,3,1,100.0,96.058,-3.94,0.961,1,23.08,0,1,1,16623732,0
43.0,1,2,0,4,80.0,2,2,0,0,5404.06,2259.95,0,0,0.0,0.0,80.0,1,5,4,7,1,100.0,76.425,-23.58,0.764,1,29.99,0,1,1,11524660,0
24.0,1,2,4,4,80.0,2,2,0,0,1859.3,1723.62,0,0,0.0,0.0,80.0,1,0,4,13,1,100.0,109.161,9.16,1.092,1,25.25,0,1,1,10265263,0
53.0,0,1,1,3,80.0,0,0,1,1,2327.1,5139.71,2,0,300.75,0.0,380.75,1,0,4,4,0,100.0,111.849,11.85,1.118,1,15.45,0,3,1,16990434,0
22.0,1,2,3,4,100.27,2,2,0,0,1343.15,2237.89,0,0,0.0,0.0,100.27,1,0,4,4,1,100.0,125.847,25.85,1.258,1,29.37,0,1,1,14453475,0
36.0,1,0,4,2,89.52,1,0,3,1,2488.87,731.0,2,1,0.0,38.31,127.83,1,1,8,3,1,100.0,101.622,1.62,1.016,1,31.71,0,1,1,10387688,0
32.0,1,1,0,5,92.72,2,3,1,1,3746.85,957.98,1,0,263.55,0.0,356.27,1,1,4,9,1,100.0,51.708,-48.29,0.517,1,31.76,0,1,1,12224854,0
22.0,0,2,4,5,80.0,2,2,1,0,1488.49,2111.98,0,0,0.0,0.0,80.0,1,2,8,5,1,100.0,106.647,6.65,1.066,1,35.14,0,1,1,14239635,0
34.0,0,2,1,1,80.0,3,0,0,0,2605.87,1936.67,0,0,0.0,0.0,80.0,1,2,4,9,1,100.0,102.386,2.39,1.024,1,23.71,0,2,1,15363523,0
26.0,1,2,1,4,80.0,2,3,0,0,2110.98,2794.63,0,0,0.0,0.0,80.0,1,4,6,5,0,100.0,121.287,21.29,1.213,1,30.94,0,0,1,18132224,0
36.0,1,2,1,9,146.82,2,0,0,0,4537.72,1598.65,0,0,0.0,0.0,146.82,1,0,6,5,1,100.0,97.125,-2.88,0.971,1,20.28,0,2,1,16816020,0
40.0,1,2,3,3,106.5,3,0,2,1,6921.97,1069.46,0,0,0.0,0.0,106.5,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,13452876,0
53.0,1,1,3,5,80.0,4,0,1,1,1532.22,3869.34,0,0,237.73,0.0,317.73,1,1,6,10,1,100.0,137.913,37.91,1.379,0,5.0,0,2,1,15801025,0
39.0,1,2,2,3,80.0,0,0,0,1,3721.44,2255.08,0,0,0.0,0.0,80.0,1,3,4,8,1,100.0,107.417,7.42,1.074,0,5.0,2,1,1,19685077,0
28.0,1,2,2,3,80.0,0,0,2,1,5673.85,509.76,0,0,0.0,0.0,80.0,1,4,8,9,0,100.0,109.04,9.04,1.09,1,34.75,0,0,1,19535003,0
30.0,1,1,1,4,102.59,0,0,2,0,4702.98,4254.16,2,1,318.77,202.67,624.03,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,2,0,19164080,0
37.0,1,2,4,4,80.0,2,0,1,0,2143.77,3841.6,0,0,0.0,0.0,80.0,1,2,4,8,0,100.0,132.729,32.73,1.327,0,5.0,0,1,1,11408283,0
36.0,1,2,1,3,94.67,4,2,0,0,2283.83,1541.69,0,0,0.0,0.0,94.67,1,0,8,6,1,100.0,139.965,39.97,1.4,1,20.1,1,2,1,18023926,0
53.0,1,1,4,2,80.0,1,0,0,1,2606.09,1554.11,3,0,346.11,0.0,426.11,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.44,1,1,0,11712170,0
52.0,0,1,4,4,80.0,1,1,1,1,4431.12,2797.07,2,2,539.71,164.07,783.78,1,3,4,6,1,100.0,69.506,-30.49,0.695,0,5.0,0,1,1,15303977,0
31.0,1,2,3,3,152.25,4,1,2,1,2022.36,4249.5,0,0,0.0,0.0,152.25,1,0,6,7,1,100.0,44.019,-55.98,0.44,0,5.0,1,1,1,19948155,0
28.0,0,1,3,4,80.0,2,1,2,0,4240.12,863.8,1,0,480.5,0.0,560.5,1,2,8,5,1,100.0,101.217,1.22,1.012,1,29.35,0,2,1,17905321,0
18.0,0,2,0,4,80.0,2,2,0,1,1881.13,5545.6,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,18154543,0
28.0,1,1,3,6,80.0,0,3,0,1,3263.29,3323.56,4,0,610.36,0.0,690.36,1,5,8,8,1,100.0,128.583,28.58,1.286,1,9.74,0,2,1,14286347,0
23.0,0,1,2,4,103.58,1,3,3,0,2651.65,821.61,4,0,229.05,0.0,332.63,1,1,6,11,1,100.0,77.527,-22.47,0.775,1,20.81,1,2,1,14209767,0
31.0,1,1,1,3,80.0,2,1,2,0,1838.56,675.03,0,0,221.34,0.0,301.34,1,3,6,8,0,100.0,133.6,33.6,1.336,1,19.85,0,2,1,14754194,0
40.0,0,2,3,1,80.0,4,0,1,1,1970.33,1897.94,0,0,0.0,0.0,80.0,1,3,4,7,0,100.0,110.899,10.9,1.109,0,5.0,0,2,1,19426060,0
37.0,1,1,0,2,154.44,2,3,1,0,3243.92,2946.07,2,1,219.2,133.28,506.92,1,5,4,5,1,100.0,116.435,16.44,1.164,1,17.91,1,3,1,14338375,0
35.0,0,2,4,8,96.16,1,0,0,0,7045.86,883.81,0,0,0.0,0.0,96.16,1,3,6,7,0,100.0,132.665,32.66,1.327,1,17.59,0,0,1,12755365,0
37.0,0,1,1,4,169.96,0,1,0,0,3181.92,1362.85,0,0,148.06,0.0,318.02,1,1,4,6,1,100.0,157.55,57.55,1.576,0,5.0,0,3,1,19577920,0
33.0,1,2,4,2,80.0,2,0,0,0,4047.78,1748.28,0,0,0.0,0.0,80.0,1,2,4,7,1,100.0,97.574,-2.43,0.976,1,18.72,0,0,1,18450502,0
37.0,0,1,1,1,80.0,2,0,0,0,1858.16,989.35,4,2,409.05,159.07,648.12,1,1,6,9,1,100.0,80.448,-19.55,0.804,0,5.0,0,2,1,17899761,0
18.0,1,2,3,1,135.58,0,2,0,0,2716.34,737.22,0,0,0.0,0.0,135.58,0,0,0,0,2,0.0,0.0,0.0,0.0,1,11.39,0,1,0,11627858,0
32.0,0,2,0,3,86.09,2,1,0,0,2180.05,5019.25,0,0,0.0,0.0,86.09,1,1,8,8,0,100.0,97.335,-2.67,0.973,1,24.75,1,0,1,11637266,0
34.0,0,1,4,2,80.0,4,2,0,0,7201.07,3265.54,2,1,237.17,66.11,383.28,1,1,6,11,1,100.0,100.997,1.0,1.01,1,21.18,0,1,1,11392707,0
31.0,0,1,1,4,127.15,0,0,3,1,1796.16,6647.52,1,0,305.28,0.0,432.43,1,1,4,4,0,100.0,112.305,12.31,1.123,0,5.0,0,2,1,13031559,0
32.0,1,1,3,3,92.48,4,3,0,0,1365.57,4965.97,3,0,244.27,0.0,336.75,1,1,4,8,1,100.0,109.453,9.45,1.095,1,21.89,1,3,1,19139919,0
43.0,0,1,1,3,82.8,0,3,0,0,2902.76,669.44,1,0,216.0,0.0,298.8,1,2,8,8,1,100.0,80.309,-19.69,0.803,1,6.71,0,2,1,15968460,0
28.0,1,2,2,2,132.02,2,3,0,0,4115.62,2387.56,0,0,0.0,0.0,132.02,1,0,4,8,1,100.0,79.601,-20.4,0.796,1,29.75,0,0,1,18407986,0
61.0,0,1,1,2,83.92,1,0,1,0,3837.13,5011.13,1,0,163.92,0.0,247.84,1,0,4,9,1,100.0,115.613,15.61,1.156,1,31.73,0,1,1,17625458,0
43.0,0,2,4,5,96.6,3,0,1,1,2325.74,3271.24,0,0,0.0,0.0,96.6,1,1,4,9,1,100.0,135.053,35.05,1.351,0,5.0,0,0,1,16181866,0
35.0,1,2,4,8,92.74,2,0,0,0,2175.64,1189.05,0,0,0.0,0.0,92.74,1,2,4,5,1,100.0,105.965,5.97,1.06,1,18.63,0,1,1,10612596,0
33.0,0,2,0,5,80.0,0,0,0,0,3078.71,1205.73,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,10.85,0,3,0,14145016,0
34.0,1,1,1,7,80.0,2,0,1,1,1607.56,2515.41,2,0,281.98,0.0,361.98,1,2,4,8,1,100.0,90.784,-9.22,0.908,0,5.0,0,0,1,16601137,0
24.0,1,2,4,3,95.12,0,2,2,0,3115.81,3963.59,0,0,0.0,0.0,95.12,1,2,4,3,1,100.0,131.399,31.4,1.314,1,23.97,0,3,1,12185774,0
34.0,0,1,3,4,80.0,0,0,1,0,5842.07,822.93,2,0,210.61,0.0,290.61,0,0,0,0,2,0.0,0.0,0.0,0.0,1,12.7,0,1,0,14045281,0
38.0,0,1,0,7,260.61,2,0,0,1,2938.34,1394.34,1,0,72.49,0.0,333.1,1,1,8,5,1,100.0,65.617,-34.38,0.656,1,11.76,1,0,1,15890958,0
42.0,1,1,3,3,80.0,1,0,1,1,3535.93,2515.95,1,0,173.54,0.0,253.54,1,1,6,10,1,100.0,121.521,21.52,1.215,0,5.0,0,0,1,11546324,0
42.0,1,2,1,4,97.27,0,0,0,0,2010.5,3913.4,0,0,0.0,0.0,97.27,1,0,4,2,0,100.0,114.756,14.76,1.148,1,32.12,0,0,1,11379768,0
32.0,0,0,1,3,142.63,0,2,0,0,7378.83,3772.68,1,0,0.0,0.0,142.63,1,2,4,3,0,100.0,66.756,-33.24,0.668,1,33.41,0,1,1,10651242,0
18.0,0,2,3,5,80.0,4,2,0,1,4865.9,1628.62,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,1,0,15344978,0
27.0,0,0,1,4,92.66,2,0,0,0,3351.36,1672.21,1,0,0.0,0.0,92.66,1,3,4,10,1,100.0,80.905,-19.1,0.809,1,27.66,0,0,1,16647250,0
54.0,1,2,2,5,80.88,1,2,1,0,3456.76,2098.28,0,0,0.0,0.0,80.88,1,4,8,5,1,100.0,94.435,-5.56,0.944,0,5.0,0,1,1,15310171,0
46.0,1,2,4,3,147.72,1,0,1,0,6409.6,301.25,0,0,0.0,0.0,147.72,1,2,4,7,0,100.0,107.573,7.57,1.076,1,11.42,1,2,1,12198914,0
39.0,1,1,2,6,80.0,0,1,2,0,1809.69,2859.81,5,2,325.09,191.96,597.05,1,2,4,8,1,100.0,53.466,-46.53,0.535,1,39.16,0,1,1,13518283,0
26.0,1,1,3,3,114.82,0,0,1,0,2048.92,2433.6,2,0,247.74,0.0,362.56,0,0,0,0,2,0.0,0.0,0.0,0.0,1,24.85,0,2,0,19822769,0
35.0,1,1,2,4,80.0,1,0,0,0,4110.51,3592.71,1,0,200.19,0.0,280.19,1,0,6,9,0,100.0,134.281,34.28,1.343,1,10.13,0,2,1,15766620,0
20.0,0,2,2,4,127.05,2,2,1,0,1585.04,1553.47,0,0,0.0,0.0,127.05,1,0,6,8,0,100.0,68.304,-31.7,0.683,1,32.9,1,0,1,10446017,0
28.0,0,1,3,2,80.0,0,0,1,1,4908.22,3564.41,1,0,173.45,0.0,253.45,1,1,8,4,1,100.0,167.749,67.75,1.677,1,25.89,0,1,1,16920201,0
32.0,0,2,1,4,92.89,1,3,1,0,4099.02,2713.06,0,0,0.0,0.0,92.89,1,0,8,5,1,100.0,50.042,-49.96,0.5,0,5.0,0,0,1,14557248,0
31.0,0,1,1,2,80.0,3,0,0,0,1431.72,1623.08,2,0,180.17,0.0,260.17,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,15847847,0
46.0,0,1,0,2,80.0,2,0,1,1,2465.88,614.46,5,2,206.69,266.7,553.39,1,5,4,10,1,100.0,156.348,56.35,1.563,1,22.17,0,1,1,14526397,0
18.0,1,2,1,5,80.0,3,2,0,1,2022.84,625.91,0,0,0.0,0.0,80.0,1,2,4,9,1,100.0,130.046,30.05,1.3,1,23.05,0,2,1,16619399,0
25.0,0,1,1,8,144.53,3,0,1,0,2760.15,1995.8,2,0,158.19,0.0,302.72,1,2,4,5,1,100.0,92.084,-7.92,0.921,1,25.18,0,2,1,15627803,0
19.0,0,2,3,4,80.0,1,0,0,0,5850.44,2402.75,0,0,0.0,0.0,80.0,1,2,4,10,0,100.0,81.686,-18.31,0.817,0,5.0,0,3,1,16693887,0
20.0,0,2,0,2,119.09,2,2,0,0,655.87,608.06,0,0,0.0,0.0,119.09,1,3,4,9,0,100.0,147.387,47.39,1.474,0,5.0,0,1,1,16524354,0
36.0,0,1,3,5,80.0,2,0,0,0,3905.35,2593.2,2,1,297.11,73.01,450.12,1,2,8,9,0,100.0,99.949,-0.05,0.999,1,27.89,1,2,1,11404840,0
18.0,1,1,1,5,125.24,1,2,2,1,3963.4,1402.89,4,0,215.76,0.0,341.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,4,0,12833447,1
44.0,0,1,3,6,116.22,4,1,0,1,2021.2,2645.85,0,0,342.23,0.0,458.45,1,2,6,9,0,100.0,85.231,-14.77,0.852,0,5.0,0,0,1,11631624,0
32.0,1,0,3,5,112.78,2,0,0,0,5335.0,703.18,2,0,0.0,0.0,112.78,0,0,0,0,2,0.0,0.0,0.0,0.0,1,26.36,0,1,0,16528577,0
36.0,1,1,1,5,121.62,1,0,1,0,2882.43,3059.04,4,3,193.21,225.71,540.54,1,1,4,4,1,100.0,134.669,34.67,1.347,1,31.9,0,1,1,10624011,0
39.0,0,2,3,2,85.53,0,3,0,1,5404.12,1462.41,0,0,0.0,0.0,85.53,1,3,4,3,1,100.0,155.539,55.54,1.555,1,19.55,0,1,1,10616190,0
30.0,0,1,0,7,80.0,2,2,0,0,3851.3,3862.42,2,1,263.36,139.73,483.09,1,1,4,11,0,100.0,81.64,-18.36,0.816,1,28.14,0,1,1,19181700,0
47.0,1,2,4,9,80.0,0,0,1,1,2287.8,2240.54,0,0,0.0,0.0,80.0,1,2,6,9,0,100.0,117.849,17.85,1.178,0,5.0,0,1,1,19807799,0
33.0,1,1,2,2,122.03,0,2,1,0,3268.1,1317.18,1,0,275.36,0.0,397.39,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,1,2,0,11349543,0
42.0,1,1,1,3,115.93,0,1,1,0,2968.57,8861.31,2,1,305.24,71.21,492.38,1,1,4,6,1,100.0,92.437,-7.56,0.924,1,29.96,0,1,1,17799805,0
33.0,1,1,4,4,134.37,1,3,1,0,3008.74,1215.2,5,1,137.1,115.24,386.71,1,0,6,14,0,100.0,86.702,-13.3,0.867,0,5.0,0,0,1,13895891,0
38.0,0,2,0,5,80.0,2,0,2,0,2323.46,1695.2,0,0,0.0,0.0,80.0,1,1,8,4,1,100.0,112.09,12.09,1.121,1,30.68,1,0,1,15030787,0
38.0,0,2,2,3,98.24,0,0,1,0,9740.54,8652.63,0,0,0.0,0.0,98.24,1,1,6,5,1,100.0,90.187,-9.81,0.902,1,21.86,0,0,1,10647281,0
38.0,1,1,2,4,164.09,1,0,2,0,5808.54,1622.65,1,0,675.78,0.0,839.87,1,2,8,9,1,100.0,102.67,2.67,1.027,1,31.35,0,0,1,17175322,0
23.0,1,2,1,4,107.07,2,2,0,0,7905.96,6001.23,0,0,0.0,0.0,107.07,1,2,6,6,0,100.0,114.48,14.48,1.145,1,18.07,0,1,1,15542440,0
40.0,1,1,1,3,80.0,0,2,1,0,4694.39,1779.84,1,0,238.79,0.0,318.79,1,2,6,11,1,100.0,105.539,5.54,1.055,1,13.27,0,0,1,10244256,0
31.0,1,1,4,1,95.04,0,0,0,0,3153.22,1945.38,1,1,171.87,57.1,324.01,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,17801362,0
43.0,1,0,2,9,96.81,2,3,0,0,4326.42,1845.43,0,0,0.0,0.0,96.81,1,4,6,10,1,100.0,95.459,-4.54,0.955,0,5.0,0,0,1,16704346,0
18.0,1,2,1,4,112.8,1,2,1,1,4775.74,3895.49,0,0,0.0,0.0,112.8,1,2,4,9,1,100.0,93.845,-6.16,0.938,0,5.0,0,0,1,19061577,0
18.0,1,2,1,5,80.0,0,2,0,0,2410.31,715.13,0,0,0.0,0.0,80.0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,27.09,0,3,0,12014848,0
39.0,0,2,3,4,95.06,2,0,2,0,5161.59,220.86,0,0,0.0,0.0,95.06,1,3,4,4,1,100.0,126.293,26.29,1.263,1,30.21,0,1,1,18014179,0
57.0,1,1,1,1,93.2,1,0,0,1,3425.39,2596.41,2,0,323.0,0.0,416.2,1,2,4,8,1,100.0,108.789,8.79,1.088,1,21.89,0,2,1,17656789,0
45.0,1,2,1,4,80.0,1,3,0,0,1216.99,2085.76,0,0,0.0,0.0,80.0,1,1,4,8,1,100.0,93.871,-6.13,0.939,1,29.92,0,2,1,16433027,0
27.0,0,1,4,5,80.0,0,0,0,0,4236.72,987.76,3,1,352.26,40.32,472.58,1,0,6,4,1,100.0,95.947,-4.05,0.959,1,16.61,0,1,1,14316322,0
18.0,1,2,0,4,80.0,1,3,2,0,2352.96,1105.36,0,0,0.0,0.0,80.0,1,0,4,6,0,100.0,173.234,73.23,1.732,1,24.44,0,1,1,19531529,0
44.0,0,2,3,2,167.66,1,0,0,0,2053.6,1138.68,0,0,0.0,0.0,167.66,0,0,0,0,2,0.0,0.0,0.0,0.0,1,17.73,0,1,0,11513535,0
34.0,0,1,3,5,95.54,2,0,1,0,2172.84,374.51,0,0,210.6,0.0,306.14,1,0,4,1,1,100.0,86.331,-13.67,0.863,0,5.0,0,1,1,10566919,0
42.0,1,2,1,6,173.71,2,0,0,0,2804.41,2911.84,0,0,0.0,0.0,173.71,1,1,6,5,1,100.0,105.947,5.95,1.059,1,29.07,1,0,1,13884651,0
36.0,0,2,0,2,84.73,1,0,3,0,3584.56,4983.6,0,0,0.0,0.0,84.73,1,2,6,7,0,100.0,80.917,-19.08,0.809,1,17.2,0,3,1,10094591,0
35.0,1,2,4,2,80.0,2,0,1,0,1855.65,3535.83,0,0,0.0,0.0,80.0,1,4,4,10,1,100.0,74.511,-25.49,0.745,1,34.96,1,1,1,18282519,0
70.0,1,1,4,2,80.0,0,2,0,0,5505.92,3057.83,4,1,216.38,148.88,445.26,1,2,4,8,0,100.0,100.381,0.38,1.004,0,5.0,0,0,1,19812365,0
35.0,0,1,0,4,109.36,0,3,1,0,5413.34,1511.71,3,1,186.35,42.79,338.5,1,1,4,7,0,100.0,100.178,0.18,1.002,1,38.0,0,1,1,13602991,0
33.0,1,1,4,2,110.6,2,0,1,0,2177.84,1763.72,1,0,365.34,0.0,475.94,1,1,4,7,1,100.0,113.956,13.96,1.14,0,5.0,0,0,1,15318733,0
34.0,1,2,0,3,90.25,0,0,0,1,3783.65,4056.89,0,0,0.0,0.0,90.25,1,2,8,5,1,100.0,103.67,3.67,1.037,1,29.62,0,2,1,12063691,0
28.0,0,2,4,7,136.62,3,0,0,0,4772.09,3464.19,0,0,0.0,0.0,136.62,1,2,4,6,0,100.0,149.854,49.85,1.499,0,5.0,0,2,1,11956144,0
47.0,0,1,2,3,80.0,0,0,2,0,1179.06,2312.6,3,1,242.55,53.16,375.71,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,2,0,0,15213888,1
31.0,0,2,2,2,94.66,1,1,2,0,2380.2,1212.63,0,0,0.0,0.0,94.66,1,0,6,10,1,100.0,104.934,4.93,1.049,0,5.0,1,1,1,12160665,0
43.0,1,1,1,2,80.0,0,0,2,0,1463.6,2063.33,1,0,379.68,0.0,459.68,1,2,6,5,0,100.0,101.559,1.56,1.016,1,33.7,0,2,1,15919571,0
38.0,1,2,1,8,80.0,2,3,1,0,3943.0,2879.98,0,0,0.0,0.0,80.0,1,2,8,11,1,100.0,109.311,9.31,1.093,1,27.12,2,1,1,13880545,0
50.0,0,1,3,7,124.15,1,0,2,0,5373.14,1408.65,3,0,238.92,0.0,363.07,1,4,4,9,1,100.0,112.202,12.2,1.122,1,25.87,0,2,1,18883736,0
40.0,0,2,4,7,102.71,4,0,0,0,4080.53,1128.66,0,0,0.0,0.0,102.71,1,0,6,4,0,100.0,103.692,3.69,1.037,1,24.67,1,0,1,17978694,0
20.0,0,2,4,3,80.0,2,3,0,1,3597.6,3197.85,0,0,0.0,0.0,80.0,1,1,6,4,1,100.0,135.205,35.21,1.352,0,5.0,0,1,1,11700079,0
19.0,0,2,3,5,160.83,2,2,3,1,1539.86,4208.59,0,0,0.0,0.0,160.83,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.08,0,1,0,17571130,0
52.0,0,0,1,1,124.87,2,0,2,1,3030.46,1309.74,0,0,0.0,0.0,124.87,1,0,4,5,0,100.0,113.725,13.72,1.137,1,33.32,1,0,1,13348199,0
28.0,0,2,1,3,87.15,2,2,2,0,2411.46,1610.68,0,0,0.0,0.0,87.15,1,1,4,7,1,100.0,51.229,-48.77,0.512,0,5.0,1,1,1,11481558,0
19.0,1,2,0,5,85.89,1,2,1,0,3117.3,1620.56,0,0,0.0,0.0,85.89,1,1,8,2,1,100.0,130.571,30.57,1.306,1,20.63,0,1,1,14084159,0
27.0,1,2,1,6,80.0,0,0,0,0,2793.29,2603.0,0,0,0.0,0.0,80.0,1,2,4,7,0,100.0,113.944,13.94,1.139,0,5.0,0,1,1,10068564,0
50.0,1,2,1,2,80.0,1,3,0,0,1340.2,706.47,0,0,0.0,0.0,80.0,1,1,4,9,0,100.0,94.49,-5.51,0.945,1,28.86,0,1,1,14355405,0
18.0,1,2,2,6,100.53,1,2,1,0,3851.56,1434.88,0,0,0.0,0.0,100.53,1,1,4,5,1,100.0,120.843,20.84,1.208,1,33.57,0,1,1,18975146,0
25.0,1,1,1,6,80.0,0,2,1,0,2165.1,459.88,4,0,111.1,0.0,191.1,1,1,4,9,1,100.0,58.226,-41.77,0.582,1,27.88,0,1,1,13863895,0
27.0,1,1,1,6,99.23,1,2,0,1,2467.64,1663.97,2,0,217.88,0.0,317.11,0,0,0,0,2,0.0,0.0,0.0,0.0,1,23.26,0,1,0,12616556,0
20.0,0,1,0,3,103.17,0,2,0,0,3659.09,2463.5,3,0,277.22,0.0,380.39,0,0,0,0,2,0.0,0.0,0.0,0.0,1,29.09,1,1,0,14665611,0
21.0,1,2,0,5,89.85,4,3,0,0,3773.72,2747.62,0,0,0.0,0.0,89.85,0,0,0,0,2,0.0,0.0,0.0,0.0,1,14.95,1,1,0,11542147,0
18.0,1,2,1,2,83.84,4,3,1,1,3445.43,2783.08,0,0,0.0,0.0,83.84,1,3,4,5,1,100.0,126.146,26.15,1.261,0,5.0,2,1,1,12287408,0
29.0,1,2,3,6,80.0,2,2,0,1,3205.61,988.49,0,0,0.0,0.0,80.0,1,1,6,10,1,100.0,43.321,-56.68,0.433,0,5.0,0,1,1,18144174,0
31.0,0,0,0,1,116.52,0,3,0,1,1539.41,4353.03,2,0,0.0,0.0,116.52,0,0,0,0,2,0.0,0.0,0.0,0.0,1,36.84,0,0,0,12567281,0
27.0,0,1,4,9,101.28,1,0,1,0,4196.65,661.24,1,0,248.34,0.0,349.62,0,0,0,0,2,0.0,0.0,0.0,0.0,1,21.46,0,1,0,14088824,0
18.0,0,2,1,4,80.0,1,2,1,0,3288.35,2246.36,0,0,0.0,0.0,80.0,1,1,6,6,1,100.0,174.437,74.44,1.744,1,17.53,0,1,1,12789532,0
