Age,Gender,Marital_Status,Household_Size,Governorate,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Total_Spouse_Income,Working_Children_Count,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Fraud,Eligible,ID
50.0,1,1,7,1,83.83,0,1,2,1,3822.93,2094.36,3,165.51,2,186.07,435.41,1,1,4,12,1,128.4,130.86,2.46,1.019,0,5.0,0,2,0,1,16842859
39.0,0,1,4,1,80.0,2,3,0,1,1910.42,2345.47,6,181.13,0,0.0,261.13,1,1,4,15,0,132.0,109.53,-22.47,0.83,0,5.0,0,2,0,1,10151358
42.0,0,1,6,1,204.09,0,3,2,0,2202.99,1155.95,5,289.97,2,180.09,674.15,1,1,4,1,1,115.2,140.83,25.63,1.222,1,40.36,0,1,0,1,11786605
32.0,1,2,4,1,107.34,1,0,3,1,5042.27,1562.34,0,0.0,0,0.0,107.34,1,2,4,7,1,122.4,88.99,-33.41,0.727,1,25.24,1,1,0,1,11761102
40.0,1,1,1,3,80.0,3,2,0,0,1840.75,2240.63,2,635.54,0,0.0,715.54,1,2,4,6,1,121.2,107.63,-13.57,0.888,1,27.42,0,1,0,1,16719943
54.0,0,2,4,3,80.42,2,2,0,0,4728.32,5166.76,0,0.0,0,0.0,80.42,1,2,6,9,0,187.2,181.9,-5.3,0.972,1,29.62,0,0,0,1,15300748
32.0,1,1,3,2,130.86,2,0,0,0,5261.88,1422.85,2,204.63,0,0.0,335.49,1,1,4,9,1,124.8,114.74,-10.06,0.919,1,25.92,0,2,0,1,16075396
37.0,0,1,3,4,80.0,0,0,1,1,2665.37,4444.5,2,280.39,0,0.0,360.39,1,1,8,1,0,240.0,223.4,-16.6,0.931,1,23.74,0,2,0,1,17152614
38.0,1,1,4,1,80.0,2,0,0,0,2609.6,917.89,3,224.99,1,57.65,362.64,1,1,4,2,0,116.4,111.93,-4.47,0.962,1,15.76,0,0,0,1,13237084
38.0,0,1,4,3,140.02,1,0,3,1,1493.55,1142.02,1,323.36,0,0.0,463.38,1,1,8,13,1,270.0,235.57,-34.43,0.872,1,33.56,0,0,0,1,15328747
18.0,1,2,3,2,117.24,2,2,1,1,4097.94,2539.72,0,0.0,0,0.0,117.24,1,1,6,6,1,181.8,198.14,16.34,1.09,1,16.48,0,2,0,1,14910058
18.0,0,2,6,3,80.0,2,2,1,0,2171.62,2936.91,0,0.0,0,0.0,80.0,1,2,6,1,0,172.8,199.85,27.05,1.157,1,38.42,0,1,0,1,12178634
23.0,0,2,4,1,128.97,3,3,0,0,2206.98,1038.32,0,0.0,0,0.0,128.97,1,1,8,6,0,252.5,233.96,-18.54,0.927,1,28.03,1,0,0,1,17337637
37.0,0,2,4,3,85.24,2,3,0,0,1422.06,920.45,0,0.0,0,0.0,85.24,1,1,4,1,1,115.2,129.27,14.07,1.122,1,26.88,0,0,0,1,12128114
42.0,1,1,4,1,80.0,2,0,0,0,5500.69,7671.93,1,557.5,1,142.18,779.68,1,1,8,4,1,247.5,217.86,-29.64,0.88,1,37.15,0,2,0,1,15906075
29.0,0,2,3,4,80.97,3,0,2,1,3845.29,2242.24,0,0.0,0,0.0,80.97,1,1,6,3,1,176.4,177.88,1.48,1.008,1,23.45,0,0,0,1,13409463
52.0,1,2,4,4,149.6,4,0,1,1,2738.02,1152.98,0,0.0,0,0.0,149.6,1,1,4,6,0,121.2,138.26,17.06,1.141,1,12.2,1,1,0,1,15526499
33.0,1,2,5,3,110.29,0,0,0,1,3587.67,2939.66,0,0.0,0,0.0,110.29,1,1,8,9,1,260.0,283.7,23.7,1.091,0,5.0,1,2,0,1,17900140
35.0,1,2,4,3,88.96,0,0,2,1,2147.49,5201.23,0,0.0,0,0.0,88.96,1,1,4,13,1,129.6,120.25,-9.35,0.928,1,24.08,1,0,0,1,11243465
33.0,1,1,1,1,80.0,0,0,2,0,4791.35,4756.89,4,253.31,0,0.0,333.31,1,1,4,1,1,115.2,79.97,-35.23,0.694,1,21.63,1,1,0,1,13240485
37.0,1,1,3,2,80.0,2,0,1,0,2699.73,787.75,2,192.85,0,0.0,272.85,1,2,4,16,1,133.2,139.48,6.28,1.047,1,24.92,0,0,0,1,10262563
43.0,1,1,3,2,125.39,4,2,0,0,2548.33,1239.84,1,127.1,0,0.0,252.49,1,1,4,8,0,123.6,130.49,6.89,1.056,0,5.0,0,0,0,1,19710623
43.0,1,2,5,0,130.69,1,0,0,1,2056.03,1157.18,0,0.0,0,0.0,130.69,1,2,4,7,1,122.4,114.04,-8.36,0.932,1,16.11,0,5,0,1,16747668
24.0,1,2,8,3,80.0,1,3,1,1,4218.11,2445.89,0,0.0,0,0.0,80.0,1,2,6,4,0,178.2,160.9,-17.3,0.903,1,15.48,0,1,0,1,11201021
53.0,0,1,3,1,80.0,4,1,2,1,4562.76,1939.42,3,250.18,0,0.0,330.18,1,1,6,15,0,198.0,189.68,-8.32,0.958,1,20.48,0,0,0,1,14791489
22.0,1,2,5,4,80.0,2,2,2,0,1933.37,877.02,0,0.0,0,0.0,80.0,1,1,4,15,1,132.0,158.03,26.03,1.197,1,28.77,1,1,0,1,17053479
36.0,1,0,3,1,80.0,2,0,0,1,4184.2,1242.48,0,0.0,0,0.0,80.0,1,2,4,2,1,116.4,138.32,21.92,1.188,1,25.8,0,1,0,1,11904787
32.0,1,1,2,2,118.33,0,3,0,1,3049.2,1292.3,3,346.32,1,151.46,616.11,1,2,4,9,0,124.8,135.11,10.31,1.083,0,5.0,0,0,0,1,18211424
22.0,0,2,3,2,80.0,1,2,3,0,1338.81,764.28,0,0.0,0,0.0,80.0,1,1,4,9,0,124.8,109.58,-15.22,0.878,1,30.4,0,1,0,1,14490274
34.0,0,2,8,2,80.0,2,1,2,0,7282.84,4886.22,0,0.0,0,0.0,80.0,1,1,8,7,1,255.0,264.04,9.04,1.035,1,37.92,0,1,0,1,11623587
26.0,1,2,1,2,127.27,4,0,1,1,3563.53,1754.89,0,0.0,0,0.0,127.27,1,1,8,5,0,250.0,238.45,-11.55,0.954,1,34.55,1,0,0,1,12260848
36.0,1,2,5,4,131.37,2,3,1,0,2204.28,1486.09,0,0.0,0,0.0,131.37,1,1,4,4,1,118.8,125.13,6.33,1.053,0,5.0,0,1,0,1,11294902
40.0,1,2,6,0,80.0,1,0,0,0,1262.82,5293.66,0,0.0,0,0.0,80.0,1,1,4,12,0,128.4,122.1,-6.3,0.951,1,11.74,1,0,0,1,10715665
53.0,1,1,4,1,117.37,0,1,0,0,2208.43,757.75,4,141.85,1,128.09,387.31,1,1,6,9,1,187.2,176.5,-10.7,0.943,1,21.82,1,1,0,1,12304065
39.0,1,2,5,1,80.0,2,0,0,0,2913.8,2937.47,0,0.0,0,0.0,80.0,1,1,4,5,0,120.0,142.97,22.97,1.191,0,5.0,0,0,0,1,15428126
28.0,1,2,4,1,117.25,2,0,0,0,2774.13,5588.26,0,0.0,0,0.0,117.25,1,2,4,13,0,129.6,136.11,6.51,1.05,0,5.0,0,1,0,1,16005965
30.0,1,1,5,0,121.24,0,0,0,0,3918.47,3366.43,2,181.39,0,0.0,302.63,1,2,4,9,1,124.8,135.34,10.54,1.084,1,20.31,0,2,0,1,16846133
37.0,1,2,2,1,97.63,2,1,0,0,2805.27,9218.86,0,0.0,0,0.0,97.63,1,2,4,11,1,127.2,117.88,-9.32,0.927,0,5.0,0,0,0,1,15056047
36.0,1,2,5,2,80.0,4,2,0,0,1551.2,1425.6,0,0.0,0,0.0,80.0,1,1,4,7,1,122.4,138.46,16.06,1.131,0,5.0,0,1,0,1,18243591
53.0,1,1,2,0,80.0,0,0,3,1,2721.49,1576.09,0,395.24,0,0.0,475.24,1,1,4,10,0,126.0,101.53,-24.47,0.806,1,20.37,0,1,0,1,12345469
52.0,0,1,1,2,154.51,4,3,0,0,3144.03,2086.05,4,684.29,0,0.0,838.8,1,2,4,8,1,123.6,131.06,7.46,1.06,1,30.58,0,2,0,1,11432126
31.0,1,2,3,3,80.0,0,3,0,0,4949.57,2317.82,0,0.0,0,0.0,80.0,1,1,6,7,1,183.6,173.11,-10.49,0.943,0,5.0,0,0,0,1,11184284
28.0,0,1,7,4,80.0,2,3,0,0,3044.88,1139.43,0,227.8,0,0.0,307.8,1,1,4,19,1,136.8,156.26,19.46,1.142,1,22.93,1,3,0,1,13735925
18.0,0,2,4,2,80.0,1,2,1,0,2166.75,3413.43,0,0.0,0,0.0,80.0,1,3,4,10,1,126.0,122.72,-3.28,0.974,0,5.0,1,0,0,1,18517281
28.0,1,1,5,1,91.46,3,0,1,1,2945.0,1377.99,2,172.64,0,0.0,264.1,1,2,4,6,0,121.2,130.52,9.32,1.077,0,5.0,0,2,0,1,10726699
23.0,0,1,4,2,113.94,2,2,0,0,1604.35,1339.6,1,512.32,0,0.0,626.26,1,1,4,12,0,128.4,134.31,5.91,1.046,1,14.51,1,0,0,1,16888563
31.0,1,1,2,4,109.29,0,0,0,0,2949.67,727.01,3,413.88,0,0.0,523.17,1,1,8,5,1,250.0,237.4,-12.6,0.95,0,5.0,1,0,0,1,15900007
40.0,0,2,3,3,99.56,2,0,1,1,3042.7,5699.4,0,0.0,0,0.0,99.56,1,1,4,12,1,128.4,138.37,9.97,1.078,1,35.1,1,0,0,1,16811820
37.0,1,1,3,2,80.76,0,0,2,0,4823.89,2665.66,0,265.93,0,0.0,346.69,1,1,4,3,1,117.6,132.21,14.61,1.124,0,5.0,0,1,0,1,13975033
35.0,0,2,1,1,80.0,0,0,1,0,7362.85,1592.92,0,0.0,0,0.0,80.0,1,2,6,16,1,199.8,205.53,5.73,1.029,0,5.0,0,1,0,1,15471215
37.0,0,1,6,3,134.67,2,0,0,1,3721.63,733.07,2,215.26,1,74.02,423.95,1,1,4,1,1,115.2,114.26,-0.94,0.992,0,5.0,0,1,0,1,19153924
33.0,1,2,5,2,107.3,1,0,1,1,3232.06,5565.8,0,0.0,0,0.0,107.3,1,2,8,9,1,260.0,332.77,72.77,1.28,1,6.68,0,0,0,1,10922863
37.0,0,1,4,3,122.01,0,0,0,0,3182.42,1482.92,3,219.26,0,0.0,341.27,1,1,4,8,1,123.6,129.09,5.49,1.044,0,5.0,1,1,0,1,13470675
18.0,1,2,1,1,80.13,0,3,0,0,3151.68,1584.87,0,0.0,0,0.0,80.13,1,1,8,11,1,265.0,275.62,10.62,1.04,1,24.09,1,1,0,1,19636732
32.0,0,2,3,4,122.71,4,1,0,1,2269.88,2059.58,0,0.0,0,0.0,122.71,1,1,6,13,1,194.4,207.03,12.63,1.065,1,17.4,0,0,0,1,15087740
34.0,0,1,4,0,80.0,2,0,0,0,3919.94,4333.89,2,125.3,0,0.0,205.3,1,1,6,2,1,174.6,164.94,-9.66,0.945,1,32.78,0,2,0,1,19688872
31.0,0,1,3,3,138.52,1,2,1,0,2829.72,3869.59,1,335.1,0,0.0,473.62,1,1,6,7,1,183.6,187.1,3.5,1.019,1,14.31,0,0,0,1,17218976
32.0,1,1,5,1,81.01,1,0,1,0,2402.18,1764.81,1,269.16,0,0.0,350.17,1,1,4,10,1,126.0,150.82,24.82,1.197,1,26.39,1,0,0,1,13191023
43.0,0,1,3,2,80.0,0,1,2,0,4129.66,3783.93,4,207.54,2,163.17,450.71,1,2,4,6,1,121.2,100.12,-21.08,0.826,1,28.13,2,1,0,1,19800715
28.0,1,2,5,0,80.0,0,0,1,0,2043.85,2499.32,0,0.0,0,0.0,80.0,1,1,6,9,0,187.2,175.19,-12.01,0.936,1,23.82,0,0,0,1,17358584
61.0,0,1,5,1,80.0,1,0,0,0,4003.7,878.97,5,135.57,1,79.53,295.1,1,3,8,8,0,257.5,676.5250000000001,419.03,2.627,0,5.0,3,3,1,1,17549771
43.0,0,2,1,4,90.75,2,2,1,0,1737.74,1200.74,0,0.0,0,0.0,90.75,1,1,6,6,1,181.8,173.78,-8.02,0.956,1,46.84,0,2,0,1,13977726
35.0,1,2,4,1,99.93,0,0,1,1,1799.69,1880.86,0,0.0,0,0.0,99.93,1,1,6,5,1,180.0,170.98,-9.02,0.95,1,38.35,0,1,0,1,12925545
33.0,0,2,6,1,162.32,1,3,1,0,1937.89,1438.82,0,0.0,0,0.0,162.32,1,1,4,8,1,123.6,127.18,3.58,1.029,1,38.79,0,2,0,1,10034115
34.0,1,1,2,0,91.6,3,0,0,0,1822.42,2108.96,5,238.92,1,191.02,521.54,1,1,6,14,1,196.2,212.58,16.38,1.083,1,9.69,1,0,0,1,10215948
24.0,1,2,6,2,80.0,2,3,1,1,3443.52,1981.1,0,0.0,0,0.0,80.0,1,1,6,3,1,176.4,169.74,-6.66,0.962,1,19.72,0,0,0,1,16045298
34.0,0,1,6,1,191.75,3,0,0,1,4873.26,16472.38,1,197.84,0,0.0,389.59,1,2,4,10,1,126.0,110.62,-15.38,0.878,1,35.45,1,0,0,1,18944320
38.0,0,1,6,2,88.1,3,0,1,0,2262.31,1576.82,1,244.57,0,0.0,332.67,1,1,6,5,0,180.0,177.99,-2.01,0.989,1,15.73,0,1,0,1,17200408
42.0,1,1,5,3,82.88,1,1,0,0,4100.93,3709.16,1,117.51,1,63.47,263.86,1,1,4,6,1,121.2,111.8,-9.4,0.922,0,5.0,0,1,0,1,19847473
42.0,1,2,6,3,80.0,2,0,0,0,632.22,1204.93,0,0.0,0,0.0,80.0,1,1,6,7,0,183.6,178.68,-4.92,0.973,0,5.0,0,2,0,1,15145143
32.0,0,0,9,3,80.0,2,0,0,0,1287.43,2463.55,2,0.0,0,0.0,80.0,1,1,6,1,0,172.8,173.83,1.03,1.006,1,26.39,0,1,0,1,17342811
18.0,0,2,5,1,145.02,1,2,2,1,2543.65,945.0,0,0.0,0,0.0,145.02,1,1,8,6,1,252.5,262.15,9.65,1.038,1,36.01,1,1,0,1,15758490
27.0,0,0,5,1,80.0,4,1,0,1,2726.82,3218.21,2,0.0,0,0.0,80.0,1,1,4,8,1,123.6,126.88,3.28,1.027,0,5.0,1,0,0,1,13307774
54.0,1,2,4,1,135.37,2,0,0,0,7213.16,1431.87,0,0.0,0,0.0,135.37,1,2,4,1,0,115.2,130.06,14.86,1.129,1,15.14,0,2,0,1,14711676
46.0,1,2,3,1,80.0,1,0,1,0,3586.16,1428.13,0,0.0,0,0.0,80.0,1,2,4,9,1,124.8,139.55,14.75,1.118,0,5.0,1,3,0,1,10395904
39.0,1,1,6,4,116.14,0,3,0,1,4904.68,1763.59,1,259.85,0,0.0,375.99,1,1,6,8,0,185.4,181.71,-3.69,0.98,0,5.0,0,1,0,1,16839777
26.0,1,1,4,3,80.0,2,2,0,0,3894.01,1120.38,2,359.67,0,0.0,439.67,1,1,6,12,1,192.6,187.22,-5.38,0.972,1,13.5,0,0,0,1,17047582
35.0,1,1,2,1,104.54,0,0,1,1,5327.6,9241.31,4,229.57,0,0.0,334.11,1,1,6,11,1,190.8,182.61,-8.19,0.957,1,11.5,0,2,0,1,17724985
20.0,0,2,4,4,89.56,0,3,1,0,3263.55,5440.12,0,0.0,0,0.0,89.56,1,1,4,3,1,117.6,113.55,-4.05,0.966,1,19.29,0,2,0,1,18498303
28.0,0,1,3,4,91.52,0,1,1,0,2271.38,4554.93,2,140.6,0,0.0,232.12,1,2,6,10,1,189.0,198.18,9.18,1.049,1,20.84,0,0,0,1,15276602
32.0,0,2,3,3,146.4,1,3,1,0,3068.22,6184.75,0,0.0,0,0.0,146.4,1,2,6,8,0,185.4,208.46,23.06,1.124,0,5.0,0,1,0,1,15563987
31.0,0,1,2,3,90.65,2,0,2,0,2728.79,1845.21,2,133.02,0,0.0,223.67,1,1,4,7,0,122.4,129.06,6.66,1.054,0,5.0,0,1,0,1,12839597
46.0,0,1,6,3,80.0,0,0,1,0,2593.69,5510.81,2,283.95,0,0.0,363.95,1,2,4,5,1,120.0,105.29,-14.71,0.877,0,5.0,0,3,0,1,13747909
18.0,1,2,3,3,80.0,1,3,2,0,2977.92,1680.3,0,0.0,0,0.0,80.0,1,3,6,4,0,178.2,171.4,-6.8,0.962,0,5.0,1,1,0,1,15457339
25.0,0,1,2,1,80.0,2,2,0,0,5098.2,822.83,1,282.79,0,0.0,362.79,1,1,4,9,1,124.8,133.01,8.21,1.066,0,5.0,2,1,0,1,12402488
19.0,0,2,2,2,118.99,0,2,1,0,6817.56,297.68,0,0.0,0,0.0,118.99,1,1,8,6,1,252.5,268.56,16.06,1.064,1,20.25,0,3,0,1,18216201
20.0,0,2,5,1,117.16,0,2,0,0,6129.15,13311.08,0,0.0,0,0.0,117.16,1,1,6,6,1,181.8,162.48,-19.32,0.894,1,23.15,0,0,0,1,19250454
36.0,0,1,5,2,125.86,2,3,0,0,9258.68,1548.1,3,151.84,1,67.02,344.72,1,1,6,2,1,174.6,166.27,-8.33,0.952,1,26.22,2,2,0,1,15057917
18.0,1,1,4,3,108.54,1,0,1,1,3235.81,1395.21,2,275.0,0,0.0,383.54,1,2,4,11,1,127.2,138.58,11.38,1.089,1,27.52,1,0,0,1,15622696
44.0,0,1,2,4,107.43,0,3,0,0,3351.88,740.15,1,481.17,0,0.0,588.6,1,2,4,5,1,120.0,134.36,14.36,1.12,1,18.97,0,1,0,1,18652352
32.0,1,0,3,3,80.0,2,0,2,0,4134.43,5709.74,0,0.0,0,0.0,80.0,1,1,4,11,0,127.2,125.11,-2.09,0.984,0,5.0,1,1,0,1,19549599
36.0,1,1,1,3,115.67,1,0,0,1,2045.95,1772.5,1,281.84,0,0.0,397.51,1,2,4,13,0,129.6,111.7,-17.9,0.862,1,21.02,0,0,0,1,10466120
39.0,0,2,5,1,157.42,1,3,0,0,1486.05,2957.22,0,0.0,0,0.0,157.42,1,1,4,6,1,121.2,109.23,-11.97,0.901,1,28.01,1,0,0,1,12211727
30.0,0,1,5,0,84.34,0,0,0,0,1945.29,2213.95,0,342.02,0,0.0,426.36,1,1,4,14,1,130.8,143.31,12.51,1.096,1,30.66,0,1,0,1,19136759
47.0,1,2,3,2,119.64,1,2,2,0,1291.92,2631.51,0,0.0,0,0.0,119.64,1,1,6,15,0,198.0,465.575,267.58,2.351,1,36.9,4,3,1,1,15997940
33.0,1,1,3,3,80.0,1,0,0,0,3351.29,3103.97,0,319.79,0,0.0,399.79,1,1,6,9,0,187.2,188.38,1.18,1.006,1,31.99,1,0,0,1,11902132
42.0,1,1,1,2,137.25,2,0,1,0,2362.78,2367.05,1,290.72,0,0.0,427.97,1,2,6,13,1,194.4,165.07,-29.33,0.849,1,32.99,0,2,0,1,11934661
33.0,1,1,3,4,120.01,2,0,0,0,4143.65,2297.1,2,432.15,0,0.0,552.16,1,1,4,4,1,118.8,112.12,-6.68,0.944,1,29.99,0,1,0,1,10882479
38.0,0,2,4,0,95.9,1,0,3,0,5499.87,1747.02,0,0.0,0,0.0,95.9,1,1,8,18,1,282.5,316.05,33.55,1.119,1,30.26,0,0,0,1,17459107
38.0,0,2,8,1,80.0,2,0,1,0,1854.98,2177.08,0,0.0,0,0.0,80.0,1,1,4,12,1,128.4,135.15,6.75,1.053,1,22.13,0,1,0,1,15460235
38.0,1,1,1,0,105.86,0,2,0,0,3606.13,2614.1,3,158.33,1,72.09,336.28,1,1,4,6,1,121.2,130.11,8.91,1.074,1,11.45,0,0,0,1,15619695
23.0,1,2,5,1,164.56,0,3,1,0,2798.06,2144.66,0,0.0,0,0.0,164.56,1,1,4,11,1,127.2,134.47,7.27,1.057,1,20.06,0,0,0,1,10941952
40.0,1,1,5,1,95.75,2,0,1,0,2538.55,846.65,0,157.12,0,0.0,252.87,1,1,4,7,1,122.4,124.21,1.81,1.015,1,24.97,0,2,0,1,11195552
31.0,1,1,4,4,193.2,0,0,0,1,1976.92,2212.34,0,189.34,0,0.0,382.54,1,1,4,5,1,120.0,121.37,1.37,1.011,0,5.0,1,1,0,1,17443518
43.0,1,0,3,0,80.0,3,0,0,0,4056.05,3903.99,0,0.0,0,0.0,80.0,1,1,4,5,0,120.0,124.03,4.03,1.034,0,5.0,0,3,0,1,12922623
18.0,1,2,2,4,80.0,0,2,2,0,2572.99,1228.57,0,0.0,0,0.0,80.0,1,1,4,17,1,134.4,114.99,-19.41,0.856,1,30.67,1,0,0,1,14689652
18.0,1,2,3,2,80.0,1,2,2,0,3577.37,880.93,0,0.0,0,0.0,80.0,1,1,6,13,0,194.4,188.39,-6.01,0.969,1,34.94,0,0,0,1,12601437
39.0,0,2,3,0,90.76,0,0,2,0,3206.63,4135.83,0,0.0,0,0.0,90.76,1,1,6,5,1,180.0,192.87,12.87,1.072,1,21.54,0,0,0,1,15978233
57.0,1,1,3,1,131.97,2,3,1,0,2565.1,1533.61,1,346.63,0,0.0,478.6,1,2,4,6,1,121.2,117.21,-3.99,0.967,1,20.42,0,2,0,1,12547124
45.0,1,2,8,0,80.0,1,0,2,0,6763.84,777.19,0,0.0,0,0.0,80.0,1,1,6,8,0,185.4,180.1,-5.3,0.971,1,30.42,1,2,0,1,16462995
27.0,0,1,3,1,90.95,4,0,0,0,4556.91,1494.67,2,157.05,0,0.0,248.0,1,1,8,4,0,247.5,233.0,-14.5,0.941,1,29.84,0,2,0,1,13173043
18.0,1,2,1,0,115.95,2,2,0,1,1328.15,1649.68,0,0.0,0,0.0,115.95,1,2,4,6,0,121.2,136.81,15.61,1.129,0,5.0,0,1,0,1,10525460
44.0,0,2,1,3,96.46,2,0,3,1,4301.24,1940.03,0,0.0,0,0.0,96.46,1,1,4,10,0,126.0,130.5,4.5,1.036,0,5.0,0,0,0,1,16525950
34.0,0,1,3,3,93.48,2,0,2,1,1618.02,1078.67,1,176.89,0,0.0,270.37,1,1,4,13,1,129.6,136.76,7.16,1.055,1,20.03,1,0,0,1,14259123
42.0,1,2,6,1,87.14,2,2,2,0,4075.41,3421.02,0,0.0,0,0.0,87.14,1,1,8,7,1,255.0,273.56,18.56,1.073,1,35.2,0,0,0,1,10877274
36.0,0,2,4,3,154.67,1,2,1,0,3995.21,1598.9,0,0.0,0,0.0,154.67,1,3,8,1,1,240.0,291.83,51.83,1.216,0,5.0,0,1,0,1,19486379
35.0,1,2,6,3,80.0,0,0,0,0,2498.59,1253.02,0,0.0,0,0.0,80.0,1,1,6,12,1,192.6,215.5,22.9,1.119,1,23.07,0,3,0,1,17641731
70.0,1,1,6,1,159.91,1,3,0,0,3095.38,2862.63,5,253.36,1,100.39,513.66,1,1,6,18,0,203.4,186.14,-17.26,0.915,1,29.65,0,2,0,1,17309956
35.0,0,1,2,1,80.0,1,0,1,0,5646.96,812.19,1,298.28,0,0.0,378.28,1,1,4,4,1,118.8,103.2,-15.6,0.869,1,21.03,0,0,0,1,15368054
33.0,1,1,4,3,120.22,0,2,1,0,3127.85,4788.53,0,161.72,0,0.0,281.94,1,2,6,10,1,189.0,154.39,-34.61,0.817,1,14.05,1,0,0,1,13994215
34.0,1,2,3,3,115.73,1,2,0,1,3847.08,1204.33,0,0.0,0,0.0,115.73,1,1,4,11,1,127.2,129.44,2.24,1.018,1,23.24,0,1,0,1,17242154
28.0,0,2,2,1,90.11,0,0,0,0,6706.42,2292.95,0,0.0,0,0.0,90.11,1,1,6,5,1,180.0,159.76,-20.24,0.888,0,5.0,0,1,0,1,13035860
47.0,0,1,6,3,92.6,4,2,0,0,1903.68,3636.24,1,458.9,0,0.0,551.5,1,2,4,11,0,127.2,136.7,9.5,1.075,1,15.98,1,0,0,1,13954461
31.0,0,2,2,1,110.76,4,0,1,1,1857.36,3916.28,0,0.0,0,0.0,110.76,1,2,6,8,0,185.4,179.85,-5.55,0.97,0,5.0,0,0,0,1,13475494
43.0,1,1,1,2,81.13,2,2,0,1,4598.03,1458.09,3,289.72,2,122.08,492.93,1,3,4,8,1,123.6,129.77,6.17,1.05,1,26.12,0,0,0,1,13940590
38.0,1,2,3,0,80.0,0,3,0,1,1820.32,2846.86,0,0.0,0,0.0,80.0,1,1,8,9,0,260.0,303.58,43.58,1.168,1,23.24,0,1,0,1,16934672
50.0,0,1,3,2,141.03,1,0,1,0,3256.83,2330.1,2,207.49,1,42.79,391.31,1,1,6,9,0,187.2,209.54,22.34,1.119,1,23.96,0,0,0,1,11779948
40.0,0,2,5,1,80.0,1,0,1,0,3974.43,1940.98,0,0.0,0,0.0,80.0,1,2,4,1,1,115.2,106.43,-8.77,0.924,1,45.34,0,1,0,1,10610516
20.0,0,2,5,2,92.77,0,3,0,0,4419.18,3297.96,0,0.0,0,0.0,92.77,1,1,4,8,1,123.6,125.54,1.94,1.016,0,5.0,1,0,0,1,19918843
19.0,0,2,9,3,81.16,0,2,2,0,4138.32,6642.05,0,0.0,0,0.0,81.16,1,2,8,15,1,275.0,274.0,-1.0,0.996,1,22.7,1,2,0,1,10262608
52.0,0,0,2,3,103.06,1,3,2,0,1346.32,1004.49,1,0.0,0,0.0,103.06,1,1,6,6,0,181.8,199.1,17.3,1.095,1,20.71,1,2,0,1,12878605
28.0,0,2,9,0,123.13,3,3,2,0,3386.58,960.29,0,0.0,0,0.0,123.13,1,1,4,10,0,126.0,124.23,-1.77,0.986,1,27.66,1,1,0,1,19228708
19.0,1,2,7,4,80.0,0,3,2,1,1667.34,2283.52,0,0.0,0,0.0,80.0,1,1,8,6,1,252.5,194.0,-58.5,0.768,0,5.0,0,2,0,1,19804109
27.0,1,2,2,3,80.0,2,0,2,0,1498.02,3417.38,0,0.0,0,0.0,80.0,1,2,6,12,1,192.6,197.29,4.69,1.024,1,27.61,1,3,0,1,16206198
50.0,1,2,2,0,188.66,2,2,0,0,4630.42,6088.89,0,0.0,0,0.0,188.66,1,1,6,3,0,176.4,173.52,-2.88,0.984,1,28.27,0,1,0,1,19170127
18.0,1,2,5,2,80.0,2,3,0,1,4040.54,6002.26,0,0.0,0,0.0,80.0,1,2,8,6,0,252.5,281.72,29.22,1.116,0,5.0,0,1,0,1,12117820
25.0,1,1,9,2,101.31,0,0,0,0,7099.87,2093.64,1,175.25,0,0.0,276.56,1,2,6,2,0,174.6,164.63,-9.97,0.943,1,16.0,0,2,0,1,14631868
27.0,1,1,3,1,80.0,2,0,0,0,1586.48,2938.9,1,198.16,0,0.0,278.16,1,2,4,12,0,128.4,135.26,6.86,1.053,0,5.0,0,1,0,1,17073840
20.0,0,1,3,1,87.91,4,2,0,0,2498.59,2754.6,5,160.97,0,0.0,248.88,1,2,6,13,1,194.4,196.76,2.36,1.012,1,27.24,1,0,0,1,19498853
21.0,1,2,6,2,80.0,2,2,1,0,2972.47,792.35,0,0.0,0,0.0,80.0,1,1,4,2,0,116.4,102.22,-14.18,0.878,1,24.53,0,1,0,1,15721651
18.0,1,2,5,0,181.14,1,3,0,1,1277.72,11978.03,0,0.0,0,0.0,181.14,1,2,4,11,1,127.2,158.99,31.79,1.25,1,23.14,2,0,0,1,17066606
29.0,1,2,2,0,81.0,2,0,0,0,1004.47,1781.62,0,0.0,0,0.0,81.0,1,2,4,13,1,129.6,125.34,-4.26,0.967,0,5.0,0,0,0,1,19779750
31.0,0,0,2,0,84.01,3,0,2,0,1993.61,4939.59,0,0.0,0,0.0,84.01,1,1,8,7,1,255.0,213.73,-41.27,0.838,1,24.4,0,0,0,1,13807783
27.0,0,1,4,2,126.92,2,0,0,0,5455.17,5129.97,1,92.33,0,0.0,219.25,1,1,6,1,1,172.8,187.04,14.24,1.082,1,20.99,0,0,0,1,16668789
18.0,0,2,3,0,80.0,4,3,0,0,2329.34,2043.96,0,0.0,0,0.0,80.0,1,1,4,13,1,129.6,119.46,-10.14,0.922,1,23.92,0,0,0,1,16269346
